,ITEM,CONDITION,EXTRACTION,WH_SITE,QUESTION,SENTENCE,LIST,TYPE
60,16,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these singers does the daughter of Bill Clinton regularly hang out with the brother of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Singer A</td><td style='text-align:center'>C. Singer C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Singer B</td><td style='text-align:center'>D. Singer D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
61,16,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The daughter of Bill Clinton regularly hangs out with the brother of which of these singers:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Singer A</td><td style='text-align:center'>C. Singer C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Singer B</td><td style='text-align:center'>D. Singer D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
62,16,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these singers does the brother of regularly hang out with the daughter of Bill Clinton:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Singer A</td><td style='text-align:center'>C. Singer C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Singer B</td><td style='text-align:center'>D. Singer D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
63,16,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The brother of which of these singers regularly hangs out with the daughter of Bill Clinton:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Singer A</td><td style='text-align:center'>C. Singer C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Singer B</td><td style='text-align:center'>D. Singer D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
64,17,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these company logos does the aesthetic of the 1990s drastically clash with the design of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Logo A</td><td style='text-align:center'>C. Logo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Logo B</td><td style='text-align:center'>D. Logo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
65,17,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The aesthetic of the 1990s drastically clashes with the design of which of these company logos:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Logo A</td><td style='text-align:center'>C. Logo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Logo B</td><td style='text-align:center'>D. Logo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
66,17,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these company logos does the design of drastically clash with the aesthetic of the 1990s:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Logo A</td><td style='text-align:center'>C. Logo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Logo B</td><td style='text-align:center'>D. Logo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
67,17,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The design of which of these company logos drastically clashes with the aesthetic of the 1990s:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Logo A</td><td style='text-align:center'>C. Logo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Logo B</td><td style='text-align:center'>D. Logo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
68,18,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these songs does the melody of 'Ice Ice Baby' allegedly parallel the beat of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Song A</td><td style='text-align:center'>C. Song C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Song B</td><td style='text-align:center'>D. Song D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
69,18,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The melody of 'Ice Ice Baby' allegedly parallels the beat of which of these songs:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Song A</td><td style='text-align:center'>C. Song C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Song B</td><td style='text-align:center'>D. Song D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
70,18,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these songs does the beat of allegedly parallel the melody of 'Ice Ice Baby':</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Song A</td><td style='text-align:center'>C. Song C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Song B</td><td style='text-align:center'>D. Song D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
71,18,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The beat of which of these songs allegedly parallels the melody of 'Ice Ice Baby':</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Song A</td><td style='text-align:center'>C. Song C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Song B</td><td style='text-align:center'>D. Song D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
72,19,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these states does the senator from Vermont actively oppose the Governor of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
73,19,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The senator from Vermont actively opposes the Governor of which of these states:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
74,19,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these states does the Governor of actively oppose the senator from Vermont:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
75,19,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The Governor of which of these states actively opposes the senator from Vermont:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
76,20,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these movies does the magnum opus of Gustav Holst purportedly sound like the main theme of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Movie A</td><td style='text-align:center'>C. Movie C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Movie B</td><td style='text-align:center'>D. Movie D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
77,20,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The magnum opus of Gustav Holst purportedly sounds like the main theme of which of these movies:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Movie A</td><td style='text-align:center'>C. Movie C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Movie B</td><td style='text-align:center'>D. Movie D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
78,20,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these movies does the main theme of purportedly sound like the magnum opus of Gustav Holst:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Movie A</td><td style='text-align:center'>C. Movie C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Movie B</td><td style='text-align:center'>D. Movie D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
79,20,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The main theme of which of these movies purportedly sounds like the magnum opus of Gustav Holst:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Movie A</td><td style='text-align:center'>C. Movie C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Movie B</td><td style='text-align:center'>D. Movie D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
80,21,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these stocks does the price of the dollar often track with the current value of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Stock A</td><td style='text-align:center'>C. Stock C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Stock B</td><td style='text-align:center'>D. Stock D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
81,21,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The price of the dollar often tracks with the current value of which of these stocks:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Stock A</td><td style='text-align:center'>C. Stock C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Stock B</td><td style='text-align:center'>D. Stock D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
82,21,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these stocks does the current value of often track with the price of the dollar:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Stock A</td><td style='text-align:center'>C. Stock C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Stock B</td><td style='text-align:center'>D. Stock D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
83,21,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The current value of which of these stocks often tracks with the price of the dollar:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Stock A</td><td style='text-align:center'>C. Stock C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Stock B</td><td style='text-align:center'>D. Stock D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
84,22,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these teams does the coach of the Lakers physically look like the manager of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Team A</td><td style='text-align:center'>C. Team C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Team B</td><td style='text-align:center'>D. Team D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
85,22,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The coach of the Lakers physically looks like the manager of which of these teams:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Team A</td><td style='text-align:center'>C. Team C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Team B</td><td style='text-align:center'>D. Team D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
86,22,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these teams does the manager of physically look like the coach of the Lakers:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Team A</td><td style='text-align:center'>C. Team C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Team B</td><td style='text-align:center'>D. Team D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
87,22,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The manager of which of these teams physically looks like the coach of the Lakers:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Team A</td><td style='text-align:center'>C. Team C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Team B</td><td style='text-align:center'>D. Team D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
88,23,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these TV psychics do the predictions of Nostradamus perfectly mirror the supposed prophecies of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Psychic A</td><td style='text-align:center'>C. Psychic C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Psychic B</td><td style='text-align:center'>D. Psychic D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
89,23,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The predictions of Nostradamus perfectly mirror the supposed prophecies of which of these TV psychics:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Psychic A</td><td style='text-align:center'>C. Psychic C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Psychic B</td><td style='text-align:center'>D. Psychic D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
90,23,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these TV psychics do the supposed prophecies of perfectly mirror the predictions of Nostradamus:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Psychic A</td><td style='text-align:center'>C. Psychic C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Psychic B</td><td style='text-align:center'>D. Psychic D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
91,23,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The supposed prophecies of which of these TV psychics perfectly mirror the predictions of Nostradamus:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Psychic A</td><td style='text-align:center'>C. Psychic C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Psychic B</td><td style='text-align:center'>D. Psychic D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
92,24,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these medieval princesses did the King of Scotland unsuccessfully face off against the champion of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Princess A</td><td style='text-align:center'>C. Princess C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Princess B</td><td style='text-align:center'>D. Princess D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
93,24,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The King of Scotland unsuccessfully faced off against the champion of which of these medieval princesses:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Princess A</td><td style='text-align:center'>C. Princess C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Princess B</td><td style='text-align:center'>D. Princess D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
94,24,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these medieval princesses did the champion of unsuccessfully face off against the King of Scotland:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Princess A</td><td style='text-align:center'>C. Princess C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Princess B</td><td style='text-align:center'>D. Princess D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
95,24,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The champion of which of these medieval princesses unsuccessfully faced off against the King of Scotland:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Princess A</td><td style='text-align:center'>C. Princess C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Princess B</td><td style='text-align:center'>D. Princess D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
96,1001,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CEO of Apple opposed the new budget because of which of these unpopular fiscal policies:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Policy A</td><td style='text-align:center'>C. Policy C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Policy B</td><td style='text-align:center'>D. Policy D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
97,1002,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The seventh president of the US spent time in which of these states after serving in the military:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
98,1003,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The star of 'The Terminator' first ran for public office in which of these election years:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Year A</td><td style='text-align:center'>C. Year C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Year B</td><td style='text-align:center'>D. Year D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
