,ITEM,CONDITION,EXTRACTION,NEGATIVITY,QUESTION,SENTENCE,LIST,TYPE
39,1004,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these laws do quiz contestants often admit to being ignorant of when they file their taxes?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Law A</td><td style='text-align:center'>C. Law C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Law B</td><td style='text-align:center'>D. Law D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
40,1001,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CEO of Apple opposed the new budget because of which of these unpopular fiscal policies?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Policy A</td><td style='text-align:center'>C. Policy C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Policy B</td><td style='text-align:center'>D. Policy D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
41,1002,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The seventh president of the US spent time in which of these states after serving in the military?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
42,1003,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these projects did Thomas Edison spend his final years working on before giving up?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Project A</td><td style='text-align:center'>C. Project C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Project B</td><td style='text-align:center'>D. Project D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
43,1004,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these laws do quiz contestants often admit to being ignorant of when they file their taxes?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Law A</td><td style='text-align:center'>C. Law C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Law B</td><td style='text-align:center'>D. Law D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
44,1001,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CEO of Apple opposed the new budget because of which of these unpopular fiscal policies?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Policy A</td><td style='text-align:center'>C. Policy C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Policy B</td><td style='text-align:center'>D. Policy D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
45,1002,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The seventh president of the US spent time in which of these states after serving in the military?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
46,1003,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these projects did Thomas Edison spend his final years working on before giving up?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Project A</td><td style='text-align:center'>C. Project C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Project B</td><td style='text-align:center'>D. Project D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
47,1004,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these laws do quiz contestants often admit to being ignorant of when they file their taxes?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Law A</td><td style='text-align:center'>C. Law C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Law B</td><td style='text-align:center'>D. Law D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
48,1005,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these books did Stephen King vehemently denounce before praising on public television?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Book A</td><td style='text-align:center'>C. Book C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Book B</td><td style='text-align:center'>D. Book D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
49,1006,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these mountains did two famous alpinists write a book about before climbing together last May?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mountain A</td><td style='text-align:center'>C. Mountain C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mountain B</td><td style='text-align:center'>D. Mountain D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
50,1007,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The manager of Ross Perot's 1992 presidential campaign revealed which of these serious crimes that he was guilty of?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Crime A</td><td style='text-align:center'>C. Crime C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Crime B</td><td style='text-align:center'>D. Crime D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
51,1008,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The conductor of the NY Philharmonic famously claims that cello is easy to play which of these difficult solos on?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Solo A</td><td style='text-align:center'>C. Solo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Solo B</td><td style='text-align:center'>D. Solo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
52,1005,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these books did Stephen King vehemently denounce before praising on public television?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Book A</td><td style='text-align:center'>C. Book C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Book B</td><td style='text-align:center'>D. Book D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
53,1006,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these mountains did two famous alpinists write a book about before climbing together last May?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mountain A</td><td style='text-align:center'>C. Mountain C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mountain B</td><td style='text-align:center'>D. Mountain D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
54,1007,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The manager of Ross Perot's 1992 presidential campaign revealed which of these serious crimes that he was guilty of?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Crime A</td><td style='text-align:center'>C. Crime C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Crime B</td><td style='text-align:center'>D. Crime D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
55,1008,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The conductor of the NY Philharmonic famously claims that cello is easy to play which of these difficult solos on?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Solo A</td><td style='text-align:center'>C. Solo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Solo B</td><td style='text-align:center'>D. Solo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
56,1005,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these books did Stephen King vehemently denounce before praising on public television?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Book A</td><td style='text-align:center'>C. Book C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Book B</td><td style='text-align:center'>D. Book D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
57,1006,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these mountains did two famous alpinists write a book about before climbing together last May?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mountain A</td><td style='text-align:center'>C. Mountain C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mountain B</td><td style='text-align:center'>D. Mountain D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
58,1007,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The manager of Ross Perot's 1992 presidential campaign revealed which of these serious crimes that he was guilty of?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Crime A</td><td style='text-align:center'>C. Crime C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Crime B</td><td style='text-align:center'>D. Crime D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
59,1008,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The conductor of the NY Philharmonic famously claims that cello is easy to play which of these difficult solos on?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Solo A</td><td style='text-align:center'>C. Solo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Solo B</td><td style='text-align:center'>D. Solo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
60,1005,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these books did Stephen King vehemently denounce before praising on public television?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Book A</td><td style='text-align:center'>C. Book C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Book B</td><td style='text-align:center'>D. Book D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
61,1006,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these mountains did two famous alpinists write a book about before climbing together last May?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mountain A</td><td style='text-align:center'>C. Mountain C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mountain B</td><td style='text-align:center'>D. Mountain D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
62,1007,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The manager of Ross Perot's 1992 presidential campaign revealed which of these serious crimes that he was guilty of?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Crime A</td><td style='text-align:center'>C. Crime C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Crime B</td><td style='text-align:center'>D. Crime D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
63,1008,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The conductor of the NY Philharmonic famously claims that cello is easy to play which of these difficult solos on?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Solo A</td><td style='text-align:center'>C. Solo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Solo B</td><td style='text-align:center'>D. Solo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
64,1009,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 2003 Booker Prize claimed the committee should have awarded to which of these nominees it?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Contestant A</td><td style='text-align:center'>C. Contestant C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Contestant B</td><td style='text-align:center'>D. Contestant D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
65,1010,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The first sentence in the Torah declares whose which of these celestial bodies to have been created by?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Body A</td><td style='text-align:center'>C. Body C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Body B</td><td style='text-align:center'>D. Body D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
66,1011,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these accounts did Microsoft hire a new financial analyst in 2001 who had worked on with the CFO?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
67,1012,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these routes was Royal Caribbean sued in 2008 for recommending a tour that almost always used?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Route A</td><td style='text-align:center'>C. Route C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Route B</td><td style='text-align:center'>D. Route D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
68,1009,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 2003 Booker Prize claimed the committee should have awarded to which of these nominees it?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Contestant A</td><td style='text-align:center'>C. Contestant C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Contestant B</td><td style='text-align:center'>D. Contestant D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
69,1010,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The first sentence in the Torah declares whose which of these celestial bodies to have been created by?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Body A</td><td style='text-align:center'>C. Body C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Body B</td><td style='text-align:center'>D. Body D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
70,1011,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these accounts did Microsoft hire a new financial analyst in 2001 who had worked on with the CFO?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
71,1012,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these routes was Royal Caribbean sued in 2008 for recommending a tour that almost always used?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Route A</td><td style='text-align:center'>C. Route C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Route B</td><td style='text-align:center'>D. Route D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
72,1009,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 2003 Booker Prize claimed the committee should have awarded to which of these nominees it?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Contestant A</td><td style='text-align:center'>C. Contestant C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Contestant B</td><td style='text-align:center'>D. Contestant D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
73,1010,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The first sentence in the Torah declares whose which of these celestial bodies to have been created by?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Body A</td><td style='text-align:center'>C. Body C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Body B</td><td style='text-align:center'>D. Body D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
74,1011,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these accounts did Microsoft hire a new financial analyst in 2001 who had worked on with the CFO?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
75,1012,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these routes was Royal Caribbean sued in 2008 for recommending a tour that almost always used?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Route A</td><td style='text-align:center'>C. Route C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Route B</td><td style='text-align:center'>D. Route D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
76,1009,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 2003 Booker Prize claimed the committee should have awarded to which of these nominees it?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Contestant A</td><td style='text-align:center'>C. Contestant C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Contestant B</td><td style='text-align:center'>D. Contestant D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
77,1010,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The first sentence in the Torah declares whose which of these celestial bodies to have been created by?</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Body A</td><td style='text-align:center'>C. Body C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Body B</td><td style='text-align:center'>D. Body D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
